Title,Subtitle,Author,Publisher,PublicationDate,Pages,Language,Format,Play_CSV,Play_CA,Play_US,Books_com,Books_ca,FrontCoverPreview,Cover_HD_z3,Cover_HD_z2,Books_Search,Books_ISBN_Search,VolumeID_From_Play
Ableton Elevation: DJ iD01T’s Complete Guide to Building Hits and Elevating Your Sound,A Real-World Journey from Bedroom Producer to Stage Commander with Ableton Live,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDKRAgE0M,https://play.google.com/store/books/details?id=AQAAAEDKRAgE0M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDKRAgE0M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDKRAgE0M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDKRAgE0M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDKRAgE0M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDKRAgE0M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDKRAgE0M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Ableton+Elevation%3A+DJ+iD01T%E2%80%99s+Complete+Guide+to+Building+Hits+and+Elevating+Your+Sound+Guillaume+Lessard,,AQAAAEDKRAgE0M
Mastering AEO The Ultimate Guide to Advanced Ecommerce Optimization,"Boost Visibility, Drive Conversions, and Build a Thriving Online Presence",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEAKDgZOHM,https://play.google.com/store/books/details?id=AQAAAEAKDgZOHM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEAKDgZOHM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEAKDgZOHM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEAKDgZOHM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEAKDgZOHM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEAKDgZOHM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEAKDgZOHM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Mastering+AEO+The+Ultimate+Guide+to+Advanced+Ecommerce+Optimization+Guillaume+Lessard,,AQAAAEAKDgZOHM
Quantum Code Mastery,From Bits to Qubits — The Ultimate Beginner’s Guide to Quantum Programming and the Future of Computing,Guillaume Lessard,iD01t Productions,D:2025-04-24,61.0,eng,Digital,https://play.google.com/store/books/details?id=MwtZEQAAQBAJ,https://play.google.com/store/books/details?id=MwtZEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=MwtZEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=MwtZEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=MwtZEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=MwtZEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=MwtZEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=MwtZEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Quantum+Code+Mastery+Guillaume+Lessard,,MwtZEQAAQBAJ
Mastering Unreal Engine 5: A Comprehensive Guide to Game Development and Virtual Reality,"Unlock the Power of UE5 for Next-Gen Gaming, Interactive Media, and Immersive Experiences",Guillaume Lessard,iD01t Productions,D:2024-12-22,45.0,eng,Digital,https://play.google.com/store/books/details?id=Pvk5EQAAQBAJ,https://play.google.com/store/books/details?id=Pvk5EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=Pvk5EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=Pvk5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=Pvk5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=Pvk5EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=Pvk5EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=Pvk5EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Mastering+Unreal+Engine+5%3A+A+Comprehensive+Guide+to+Game+Development+and+Virtual+Reality+Guillaume+Lessard,,Pvk5EQAAQBAJ
The Dream Dialogue,Unveiling the Science of Communication in the Unconscious,Guillaume Lessard,iD01t Productions,D:2025-02-22,34.0,eng,Digital,https://play.google.com/store/books/details?id=khhJEQAAQBAJ,https://play.google.com/store/books/details?id=khhJEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=khhJEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=khhJEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=khhJEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=khhJEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=khhJEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=khhJEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Dream+Dialogue+Guillaume+Lessard,,khhJEQAAQBAJ
Before the storm,The rise of a fearless journalist,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyjVDNsM,https://play.google.com/store/books/details?id=AQAAAEDyjVDNsM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyjVDNsM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyjVDNsM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyjVDNsM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyjVDNsM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyjVDNsM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyjVDNsM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Before+the+storm+Guillaume+Lessard,,AQAAAEDyjVDNsM
Python Cash Scripts,50 Revenue Ready Automations for Windows and Web,Guillaume Lessard,iD01t Productions,D:2025-09-03,357.0,eng,Digital,https://play.google.com/store/books/details?id=jcGDEQAAQBAJ,https://play.google.com/store/books/details?id=jcGDEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=jcGDEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=jcGDEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=jcGDEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=jcGDEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=jcGDEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=jcGDEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Python+Cash+Scripts+Guillaume+Lessard,,jcGDEQAAQBAJ
"AI Revolution: How Automation is Transforming Everyday Life (Edition 2, 2025)","Exploring the Innovations, Challenges, and Future of Artificial Intelligence",Guillaume Lessard,iD01t Productions,D:2025-01-06,57.0,eng,Digital,https://play.google.com/store/books/details?id=cJ88EQAAQBAJ,https://play.google.com/store/books/details?id=cJ88EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=cJ88EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=cJ88EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=cJ88EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=cJ88EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=cJ88EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=cJ88EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=AI+Revolution%3A+How+Automation+is+Transforming+Everyday+Life+%28Edition+2%2C+2025%29+Guillaume+Lessard,,cJ88EQAAQBAJ
The Power of Repetition: Transforming Minds Through Words,How Daily Affirmations Shape Reality and Influence Success,Guillaume Lessard,iD01t Productions,D:2024-12-27,35.0,eng,Digital,https://play.google.com/store/books/details?id=l_M6EQAAQBAJ,https://play.google.com/store/books/details?id=l_M6EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=l_M6EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=l_M6EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=l_M6EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=l_M6EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=l_M6EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=l_M6EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Power+of+Repetition%3A+Transforming+Minds+Through+Words+Guillaume+Lessard,,l_M6EQAAQBAJ
Schumann Resonance & Creativity,Unlocking Infinite Inspiration Through Sound,Guillaume Lessard,iD01t Productions,D:2025-03-12,22.0,eng,Digital,https://play.google.com/store/books/details?id=-CNOEQAAQBAJ,https://play.google.com/store/books/details?id=-CNOEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=-CNOEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=-CNOEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=-CNOEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=-CNOEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=-CNOEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=-CNOEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Schumann+Resonance+%26+Creativity+Guillaume+Lessard,,-CNOEQAAQBAJ
The Quantum Enigma: Unraveling the Mysteries of Reality,"Exploring Quantum Mechanics, Parallel Worlds, and the Nature of Consciousness",Guillaume Lessard,iD01t Productions,D:2025-02-15,266.0,eng,Digital,https://play.google.com/store/books/details?id=3u5GEQAAQBAJ,https://play.google.com/store/books/details?id=3u5GEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=3u5GEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=3u5GEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=3u5GEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=3u5GEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=3u5GEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=3u5GEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Quantum+Enigma%3A+Unraveling+the+Mysteries+of+Reality+Guillaume+Lessard,,3u5GEQAAQBAJ
The Enigma of High Intellectual Potential (HIP),Understanding the Link to Violent Behavior,Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyi0LLoM,https://play.google.com/store/books/details?id=AQAAAEDyi0LLoM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyi0LLoM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyi0LLoM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyi0LLoM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyi0LLoM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyi0LLoM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyi0LLoM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Enigma+of+High+Intellectual+Potential+%28HIP%29+Guillaume+Lessard,,AQAAAEDyi0LLoM
"L’Aventure d’iD01t Productions : Une Histoire de Passion, de Résilience et de Créativité","Créer, innover et grandir en solo, tout en s’inspirant de la vie.",Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEAKahMqCM,https://play.google.com/store/books/details?id=AQAAAEAKahMqCM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEAKahMqCM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEAKahMqCM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEAKahMqCM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEAKahMqCM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEAKahMqCM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEAKahMqCM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=L%E2%80%99Aventure+d%E2%80%99iD01t+Productions+%3A+Une+Histoire+de+Passion%2C+de+R%C3%A9silience+et+de+Cr%C3%A9ativit%C3%A9+Guillaume+Lessard,,AQAAAEAKahMqCM
Automation and SEO Mastery: Strategies for Growth and Efficiency,A Practical Guide to Scaling Your Online Presence with Cutting-Edge Automation Tools and Advanced SEO Techniques,Guillaume Lessard,iD01t Productions,D:2024-12-16,63.0,eng,Digital,https://play.google.com/store/books/details?id=WFU4EQAAQBAJ,https://play.google.com/store/books/details?id=WFU4EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=WFU4EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=WFU4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=WFU4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=WFU4EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=WFU4EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=WFU4EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Automation+and+SEO+Mastery%3A+Strategies+for+Growth+and+Efficiency+Guillaume+Lessard,,WFU4EQAAQBAJ
Dancing with the edge,"Untangling Borderline Minds, Mixed States & the Path to Inner Sovereignty - A Survivor's Guide to Breaking Free from Emotional Chaos",Guillaume Lessard,iD01t Productions,D:2025-08-01,139.0,eng,Digital,https://play.google.com/store/books/details?id=hCV2EQAAQBAJ,https://play.google.com/store/books/details?id=hCV2EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=hCV2EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=hCV2EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=hCV2EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=hCV2EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=hCV2EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=hCV2EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Dancing+with+the+edge+Guillaume+Lessard,,hCV2EQAAQBAJ
Jack’s Stand,An Environmental Lawyer’s Fight for Justice (Edition 2),Guillaume Lessard,iD01t Productions,D:2024-12-10,39.0,eng,Digital,https://play.google.com/store/books/details?id=oRg3EQAAQBAJ,https://play.google.com/store/books/details?id=oRg3EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=oRg3EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=oRg3EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=oRg3EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=oRg3EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=oRg3EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=oRg3EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Jack%E2%80%99s+Stand+Guillaume+Lessard,,oRg3EQAAQBAJ
RÉVEILLEZ-VOUS : À une Vie Sacrée,,Guillaume Lessard,iD01t Productions,D:2025-07-16,,fre,Digital,https://play.google.com/store/books/details?id=KrpxEQAAQBAJ,https://play.google.com/store/books/details?id=KrpxEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=KrpxEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=KrpxEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=KrpxEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=KrpxEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=KrpxEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=KrpxEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=R%C3%89VEILLEZ-VOUS+%3A+%C3%80+une+Vie+Sacr%C3%A9e+Guillaume+Lessard,,KrpxEQAAQBAJ
Mastering macOS Terminal,Unleashing the Power of Command-Line for macOS Efficiency,Guillaume Lessard,iD01t Productions,D:2024-12-22,33.0,eng,Digital,https://play.google.com/store/books/details?id=Bvk5EQAAQBAJ,https://play.google.com/store/books/details?id=Bvk5EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=Bvk5EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=Bvk5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=Bvk5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=Bvk5EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=Bvk5EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=Bvk5EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Mastering+macOS+Terminal+Guillaume+Lessard,,Bvk5EQAAQBAJ
Mastering RFID,Unlocking the Potential of Radio Frequency Identification,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyY2kjiM,https://play.google.com/store/books/details?id=AQAAAEDyY2kjiM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyY2kjiM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyY2kjiM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyY2kjiM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyY2kjiM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyY2kjiM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyY2kjiM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Mastering+RFID+Guillaume+Lessard,,AQAAAEDyY2kjiM
L’Énergie Libre à Domicile,Construire son système autonome pour alimenter une maison complète,Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDKVSQV_M,https://play.google.com/store/books/details?id=AQAAAEDKVSQV_M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDKVSQV_M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDKVSQV_M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDKVSQV_M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDKVSQV_M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDKVSQV_M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDKVSQV_M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=L%E2%80%99%C3%89nergie+Libre+%C3%A0+Domicile+Guillaume+Lessard,,AQAAAEDKVSQV_M
Turing’s Legacy: Classical Logic to Quantum Revolution,"How Alan Turing’s Calculations Inspired the Quantum Computing Age, Unlocking the Next Frontier in Technology and AI",Guillaume Lessard,iD01t Productions,D:2025-05-20,25.0,eng,Digital,https://play.google.com/store/books/details?id=RPheEQAAQBAJ,https://play.google.com/store/books/details?id=RPheEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=RPheEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=RPheEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=RPheEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=RPheEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=RPheEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=RPheEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Turing%E2%80%99s+Legacy%3A+Classical+Logic+to+Quantum+Revolution+Guillaume+Lessard,,RPheEQAAQBAJ
Eternal Roots,The Vows Beneath the Shadows,Guillaume Lessard,iD01t Productions,D:2024-12-15,59.0,eng,Digital,https://play.google.com/store/books/details?id=SxU4EQAAQBAJ,https://play.google.com/store/books/details?id=SxU4EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=SxU4EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=SxU4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=SxU4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=SxU4EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=SxU4EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=SxU4EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Eternal+Roots+Guillaume+Lessard,,SxU4EQAAQBAJ
